Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Stops,Total_Distance_km
22140,SUR,SOLAPUR,CSMT,CST-MUMBAI,8,457
22143,CSMT,CST-MUMBAI,BIDR,BIDAR,17,667
22144,BIDR,BIDAR,CSMT,CST-MUMBAI,17,667
22145,PVR,PANDHARPUR,MRJ,MIRAJ JN.,9,136
22146,MRJ,MIRAJ JN.,PVR,PANDHARPUR,9,136
22147,DR,DADAR,SNSI,SAI NAGAR SH,8,330
22148,SNSI,SAI NAGAR SH,DR,DADAR,8,330
22149,ERS,ERNAKULAM. J,PUNE,PUNE JN.,18,1371
22150,PUNE,PUNE JN.,ERS,ERNAKULAM. J,18,1366
22151,PUNE,PUNE JN.,KZJ,KAZIPET JN.,19,1191
22152,KZJ,KAZIPET JN.,PUNE,PUNE JN.,19,1193
22161,BPL,BHOPAL,DMO,DAMOH,11,290
22162,DMO,DAMOH,BPL,BHOPAL,11,292
22163,BPL,BHOPAL,KURJ,KHAJAURAHO,9,367
22164,KURJ,KHAJAURAHO,BPL,BHOPAL,9,367
22165,BPL,BHOPAL,SGRL,SINGRAULI,11,656
22166,SGRL,SINGRAULI,BPL,BHOPAL,11,655
22168,NZM,HAZRAT NIZAM,SGRL,SINGRAULI,11,1050
22181,JBP,JABALPUR,NZM,HAZRAT NIZAM,15,883
22182,NZM,HAZRAT NIZAM,JBP,JABALPUR,15,886
22187,HBJ,HABIBGANJ,JBP,JABALPUR,10,330
22188,JBP,JABALPUR,HBJ,HABIBGANJ,10,330
22189,JBP,JABALPUR,REWA,REWA,11,238
22190,REWA,REWA,JBP,JABALPUR,11,238
22191,INDB,INDORE BG,JBP,JABALPUR,19,554
22192,JBP,JABALPUR,INDB,INDORE BG,19,554
22201,SDAH,SEALDAH,PURI,PURI,3,527
22202,PURI,PURI,SDAH,SEALDAH,3,526
22203,VSKP,VISAKHAPATNA,SC,SECUNDERABAD,3,708
22204,SC,SECUNDERABAD,VSKP,VISAKHAPATNA,3,708
22205,MAS,CHENNAI CENT,MDU,MADURAI JN,3,553
22206,MDU,MADURAI JN,MAS,CHENNAI CENT,3,555
22207,MAS,CHENNAI CENT,TVC,TRIVANDRUM C,11,901
22208,TVC,TRIVANDRUM C,MAS,CHENNAI CENT,11,904
22209,BCT,MUMBAI CENTR,NDLS,NEW DELHI,5,1373
22210,NDLS,NEW DELHI,BCT,MUMBAI CENTR,5,1376
22213,SHM,SHALIMAR,PNBE,PATNA JN.,4,538
22214,PNBE,PATNA JN.,SHM,SHALIMAR,4,539
22307,MTD,MERTA ROAD J,BKN,BIKANER JN.,5,172
22308,BKN,BIKANER JN.,MTD,MERTA ROAD J,5,173
22309,HWH,HOWRAH JN.,NJP,NEW JALPAIGU,8,560
22310,NJP,NEW JALPAIGU,HWH,HOWRAH JN.,8,560
22321,HWH,HOWRAH JN.,SURI,SIURI,10,239
22322,SURI,SIURI,HWH,HOWRAH JN.,10,240
22323,KOAA,KOLKATA,GCT,GHAZIPUR CIT,9,757
22324,GCT,GHAZIPUR CIT,KOAA,KOLKATA,9,758
22351,PPTA,PATLIPUTRA,YPR,YESVANTPUR J,28,2706
22352,YPR,YESVANTPUR J,PPTA,PATLIPUTRA,28,2712
22356,CDG,CHANDIGARH,PPTA,PATLIPUTRA,16,1142
22387,HWH,HOWRAH JN.,DHN,DHANBAD JN.,16,269
22388,DHN,DHANBAD JN.,HWH,HOWRAH JN.,16,270
22401,DEE,DELHI-SARAI,UHP,UDHAMPUR,8,630
22402,UHP,UDHAMPUR,DEE,DELHI-SARAI,8,630
22403,PDY,PONDICHERRY,NDLS,NEW DELHI,15,2364
22404,NDLS,NEW DELHI,PDY,PONDICHERRY,15,2363
22405,BGP,BHAGALPUR,ANVT,ANAND VIHAR,22,1193
22406,ANVT,ANAND VIHAR,BGP,BHAGALPUR,22,1193
22407,BSB,VARANASI JN.,ANVT,ANAND VIHAR,9,780
22408,ANVT,ANAND VIHAR,BSB,VARANASI JN.,9,780
22409,GAYA,GAYA JN.,ANVT,ANAND VIHAR,10,968
22410,ANVT,ANAND VIHAR,GAYA,GAYA JN.,10,968
22411,NHLN,NAHARLAGUN,NDLS,NEW DELHI,16,2127
22412,NDLS,NEW DELHI,NHLN,NAHARLAGUN,16,2130
22413,MAO,MADGOAN JN.,NZM,HAZRAT NIZAM,10,1908
22414,NZM,HAZRAT NIZAM,MAO,MADGOAN JN.,10,1907
22415,VSKP,VISAKHAPATNA,NDLS,NEW DELHI,21,2083
22416,NDLS,NEW DELHI,VSKP,VISAKHAPATNA,21,2083
22417,BSB,VARANASI JN.,NDLS,NEW DELHI,9,768
22418,NDLS,NEW DELHI,BSB,VARANASI JN.,9,768
22419,GCT,GHAZIPUR CIT,ANVT,ANAND VIHAR,12,809
22420,ANVT,ANAND VIHAR,GCT,GHAZIPUR CIT,12,809
22421,DEE,DELHI-SARAI,BGKT,BHAGAT-KI-KO,22,623
22422,BGKT,BHAGAT-KI-KO,DEE,DELHI-SARAI,22,624
22423,GKP,GORAKHPUR JN,ASR,AMRITSAR JN.,16,1086
22424,ASR,AMRITSAR JN.,GKP,GORAKHPUR JN,16,1087
22427,BUI,BALLIA,ANVT,ANAND VIHAR,11,876
22428,ANVT,ANAND VIHAR,BUI,BALLIA,11,876
22429,DLI,DELHI JN.,PTK,PATHANKOT JN,15,553
22430,PTK,PATHANKOT JN,DLI,DELHI JN.,17,553
22431,ALD,ALLAHABAD JN,UHP,UDHAMPUR,18,1255
22432,UHP,UDHAMPUR,ALD,ALLAHABAD JN,18,1255
22433,GCT,GHAZIPUR CIT,ANVT,ANAND VIHAR,11,822
22434,ANVT,ANAND VIHAR,GCT,GHAZIPUR CIT,10,824
22439,NDLS,NEW DELHI,SVDK,SHMATA VD KATRA,5,655
22441,ALD,ALLAHABAD JN,CNB,KANPUR CENTR,9,194
22442,CNB,KANPUR CENTR,ALD,ALLAHABAD JN,9,194
22443,CNB,KANPUR CENTR,BDTS,BANDRA TERMI,22,1607
22444,BDTS,BANDRA TERMI,CNB,KANPUR CENTR,22,1608
22445,CNB,KANPUR CENTR,ASR,AMRITSAR JN.,14,897
22446,ASR,AMRITSAR JN.,CNB,KANPUR CENTR,14,897
22447,KURJ,KHAJAURAHO,MBA,MAHOBA,2,63
22448,MBA,MAHOBA,KURJ,KHAJAURAHO,2,63
22451,BDTS,BANDRA TERMI,CDG,CHANDIGARH,24,1580
22452,CDG,CHANDIGARH,BDTS,BANDRA TERMI,24,1583
22453,LJN,LUCKNOW JN.,MTC,MEERUT CITY,10,458
22454,MTC,MEERUT CITY,LJN,LUCKNOW JN.,10,458
22455,SNSI,SAI NAGAR SH,KLK,KALKA,15,1615
22456,KLK,KALKA,SNSI,SAI NAGAR SH,15,1618
22457,NED,NANDED,UHL,UNA HIMACHAL,26,1849
22458,UHL,UNA HIMACHAL,NED,NANDED,26,1852
22461,NDLS,NEW DELHI,SVDK,SHRI MATA VA,8,654
22462,SVDK,SHRI MATA VA,NDLS,NEW DELHI,8,654
22463,MTD,MERTA ROAD J,BKN,BIKANER JN.,4,172
22464,BKN,BIKANER JN.,MTD,MERTA ROAD J,4,173
22471,BKN,BIKANER JN.,DEE,DELHI-SARAI,14,455
22472,DEE,DELHI-SARAI,BKN,BIKANER JN.,14,455
22473,BKN,BIKANER JN.,BDTS,BANDRA TERMI,23,1211
22474,BDTS,BANDRA TERMI,BKN,BIKANER JN.,23,1209
22475,BKN,BIKANER JN.,CBE,COIMBATORE,34,2478
22476,CBE,COIMBATORE,BKN,BIKANER JN.,34,2482
22477,JU,JODHPUR JN.,JP,JAIPUR JN.,12,312
22478,JP,JAIPUR JN.,JU,JODHPUR JN.,12,311
22481,JU,JODHPUR JN.,DEE,DELHI-SARAI,19,620
22482,DEE,DELHI-SARAI,JU,JODHPUR JN.,19,619
22483,JU,JODHPUR JN.,GIMB,GANDHIDHAM J,14,558
22484,GIMB,GANDHIDHAM J,JU,JODHPUR JN.,14,558
22487,RDP,RADHIKAPUR,KIR,KATIHAR JN.,7,91
22488,KIR,KATIHAR JN.,RDP,RADHIKAPUR,7,91
22497,SGNR,SHRI GANGANA,TPJ,TIRUCHIRAPPA,37,3101
22501,SBC,KRANTIVIRA S,NTSK,NEW TINSUKIA,41,3617
22502,NTSK,NEW TINSUKIA,SBC,KRANTIVIRA S,39,3617
22511,LTT,LOKMANYA TIL,KYQ,KAMAKHYA JN,27,3011
22512,KYQ,KAMAKHYA JN,LTT,LOKMANYA TIL,27,3006
22531,CPR,CHHAPRA JN.,MTJ,MATHURA JN.,22,879
22532,MTJ,MATHURA JN.,CPR,CHHAPRA JN.,22,884
22601,MAS,CHENNAI CENT,SNSI,SAI NAGAR SH,23,1391
22602,SNSI,SAI NAGAR SH,MAS,CHENNAI CENT,24,1391
22603,KGP,KHARAGPUR,VM,VILLUPURAM J,20,1779
22604,VM,VILLUPURAM J,KGP,KHARAGPUR,20,1782
22605,PRR,PURULIA JN.,VM,VILLUPURAM J,30,1984
22606,VM,VILLUPURAM J,PRR,PURULIA JN.,30,1986
22607,ERS,ERNAKULAM. J,SBC,KRANTIVIRA S,14,617
22608,SBC,KRANTIVIRA S,ERS,ERNAKULAM. J,14,616
22609,MAQ,MANGALORE CE,CBE,COIMBATORE,14,404
22610,CBE,COIMBATORE,MAQ,MANGALORE CE,14,405
22611,MAS,CHENNAI CENT,NJP,NEW JALPAIGU,22,2295
22612,NJP,NEW JALPAIGU,MAS,CHENNAI CENT,22,2295
22613,MAS,CHENNAI CENT,HLZ,HALDIA,15,1661
22614,HLZ,HALDIA,MAS,CHENNAI CENT,15,1662
22615,TPTY,TIRUPATI,CBE,COIMBATORE,8,466
22616,CBE,COIMBATORE,TPTY,TIRUPATI,8,469
22617,SBC,KRANTIVIRA S,TPTY,TIRUPATI,9,336
22618,TPTY,TIRUPATI,SBC,KRANTIVIRA S,9,336
22619,BSP,BILASPUR JN.,TEN,TIRUNELVELI,30,2494
22620,TEN,TIRUNELVELI,BSP,BILASPUR JN.,30,2494
22621,RMM,RAMESWARAM,CAPE,KANNIYAKUMAR,12,399
22622,CAPE,KANNIYAKUMAR,RMM,RAMESWARAM,12,398
22623,MS,CHENNAI EGMO,MDU,MADURAI JN,11,556
22624,MDU,MADURAI JN,MS,CHENNAI EGMO,11,557
22625,MAS,CHENNAI CENT,SBC,KRANTIVIRA S,11,360
22626,SBC,KRANTIVIRA S,MAS,CHENNAI CENT,12,361
22627,TPJ,TIRUCHIRAPPA,TVC,TRIVANDRUM C,13,457
22628,TVC,TRIVANDRUM C,TPJ,TIRUCHIRAPPA,13,457
22629,DR,DADAR,TEN,TIRUNELVELI,26,1758
22630,TEN,TIRUNELVELI,DR,DADAR,26,1763
22631,MAS,CHENNAI CENT,BKN,BIKANER JN.,32,2560
22632,BKN,BIKANER JN.,MAS,CHENNAI CENT,32,2558
22633,TVC,TRIVANDRUM C,NZM,HAZRAT NIZAM,29,2841
22634,NZM,HAZRAT NIZAM,TVC,TRIVANDRUM C,29,2840
22635,MAO,MADGOAN JN.,MAQ,MANGALORE CE,10,319
22636,MAQ,MANGALORE CE,MAO,MADGOAN JN.,10,320
22637,MAS,CHENNAI CENT,MAQ,MANGALORE CE,31,896
22638,MAQ,MANGALORE CE,MAS,CHENNAI CENT,32,898
22639,MAS,CHENNAI CENT,ALLP,ALLEPPEY,25,753
22640,ALLP,ALLEPPEY,MAS,CHENNAI CENT,26,755
22641,TVC,TRIVANDRUM C,SHM,SHALIMAR,37,2565
22642,SHM,SHALIMAR,TVC,TRIVANDRUM C,37,2564
22643,ERS,ERNAKULAM. J,PNBE,PATNA JN.,44,2785
22644,PNBE,PATNA JN.,ERS,ERNAKULAM. J,42,2782
22645,INDB,INDORE BG,TVC,TRIVANDRUM C,52,2643
22646,TVC,TRIVANDRUM C,INDB,INDORE BG,51,2648
22647,KRBA,KORBA,TVC,TRIVANDRUM C,55,2510
22648,TVC,TRIVANDRUM C,KRBA,KORBA,55,2508
22649,MAS,CHENNAI CENT,ED,ERODE JN.,18,390
22650,ED,ERODE JN.,MAS,CHENNAI CENT,18,393
22651,MAS,CHENNAI CENT,PGT,PALAKKAD JN,19,669
22652,PGT,PALAKKAD JN,MAS,CHENNAI CENT,20,671
22653,TVC,TRIVANDRUM C,NZM,HAZRAT NIZAM,28,2854
22654,NZM,HAZRAT NIZAM,TVC,TRIVANDRUM C,28,2852
22655,TVC,TRIVANDRUM C,NZM,HAZRAT NIZAM,28,2841
22656,NZM,HAZRAT NIZAM,TVC,TRIVANDRUM C,28,2840
22659,KCVL,KOCHUVELI,DDN,DEHRA DUN,26,3154
22660,DDN,DEHRA DUN,KCVL,KOCHUVELI,27,3152
22661,MS,CHENNAI EGMO,RMM,RAMESWARAM,19,592
22662,RMM,RAMESWARAM,MS,CHENNAI EGMO,20,592
22663,MS,CHENNAI EGMO,JU,JODHPUR JN.,27,2353
22664,JU,JODHPUR JN.,MS,CHENNAI EGMO,27,2352
22667,NCJ,NAGERCOIL JN,CBE,COIMBATORE,14,531
22668,CBE,COIMBATORE,NCJ,NAGERCOIL JN,14,532
22669,TN,TUTICORIN,MEJ,VANCHI MANIY,4,31
22670,MEJ,VANCHI MANIY,TN,TUTICORIN,4,31
22677,YPR,YESVANTPUR J,KCVL,KOCHUVELI,13,844
22678,KCVL,KOCHUVELI,YPR,YESVANTPUR J,13,845
22679,YPR,YESVANTPUR J,HAS,HASSAN JN.,10,226
22680,HAS,HASSAN JN.,YPR,YESVANTPUR J,10,211
22681,MYS,MYSORE JN.,MAS,CHENNAI CENT,12,499
22682,MAS,CHENNAI CENT,MYS,MYSORE JN.,11,498
22683,YPR,YESVANTPUR J,LKO,LUCKNOW JN.,30,2352
22684,LKO,LUCKNOW JN.,YPR,YESVANTPUR J,31,2338
22685,YPR,YESVANTPUR J,CDG,CHANDIGARH,18,2846
22686,CDG,CHANDIGARH,YPR,YESVANTPUR J,18,2845
22687,SRE,SAHARANPUR J,CDG,CHANDIGARH,4,126
22688,CDG,CHANDIGARH,SRE,SAHARANPUR J,4,126
22691,SBC,KRANTIVIRA S,NZM,HAZRAT NIZAM,15,2337
22692,NZM,HAZRAT NIZAM,SBC,KRANTIVIRA S,15,2355
22697,UBL,HUBLI JN.,MAS,CHENNAI CENT,18,828
22698,MAS,CHENNAI CENT,UBL,HUBLI JN.,17,829
22705,TPTY,TIRUPATI,JAT,JAMMU TAWI,14,2964
22706,JAT,JAMMU TAWI,TPTY,TIRUPATI,14,2965
22707,VSKP,VISAKHAPATNA,TPTY,TIRUPATI,18,760
22708,TPTY,TIRUPATI,VSKP,VISAKHAPATNA,18,759
22801,VSKP,VISAKHAPATNA,MAS,CHENNAI CENT,16,804
22803,HWH,HOWRAH JN.,SBP,SAMBALPUR JN,11,664
22804,SBP,SAMBALPUR JN,HWH,HOWRAH JN.,11,663
22805,BBS,BHUBANESWAR,ANVT,ANAND VIHAR,18,1871
22806,ANVT,ANAND VIHAR,BBS,BHUBANESWAR,18,1869
22807,SRC,SANTRAGACHI,MAS,CHENNAI CENT,18,1657
22808,MAS,CHENNAI CENT,SRC,SANTRAGACHI,18,1656
22809,PRDP,PARADEEP,VSKP,VISAKHAPATNA,17,552
22810,VSKP,VISAKHAPATNA,PRDP,PARADEEP,17,552
22811,BBS,BHUBANESWAR,NDLS,NEW DELHI,14,1717
22812,NDLS,NEW DELHI,BBS,BHUBANESWAR,14,1718
22813,SRC,SANTRAGACHI,PRDP,PARADEEP,12,490
22814,PRDP,PARADEEP,SRC,SANTRAGACHI,12,489
22815,BSP,BILASPUR JN.,ERS,ERNAKULAM. J,23,2144
22816,ERS,ERNAKULAM. J,BSP,BILASPUR JN.,23,2145
22817,HWH,HOWRAH JN.,MYS,MYSORE JN.,21,2106
22818,MYS,MYSORE JN.,HWH,HOWRAH JN.,23,2107
22819,BBS,BHUBANESWAR,VSKP,VISAKHAPATNA,27,442
22821,JGM,JHARGRAM,PRR,PURULIA JN.,11,188
22822,PRR,PURULIA JN.,JGM,JHARGRAM,11,189
22823,BBS,BHUBANESWAR,NDLS,NEW DELHI,13,1802
22824,NDLS,NEW DELHI,BBS,BHUBANESWAR,13,1802
22825,SHM,SHALIMAR,MAS,CHENNAI CENT,24,1662
22826,MAS,CHENNAI CENT,SHM,SHALIMAR,24,1661
22827,PURI,PURI,ST,SURAT,18,1766
22828,ST,SURAT,PURI,PURI,18,1759
22829,BHUJ,NEW BHUJ,SHM,SHALIMAR,31,2431
22830,SHM,SHALIMAR,BHUJ,NEW BHUJ,31,2431
22831,HWH,HOWRAH JN.,SSPN,SRI SATYA SA,19,1765
22832,SSPN,SRI SATYA SA,HWH,HOWRAH JN.,19,1764
22833,BBS,BHUBANESWAR,KJM,KRISHNA RAJA,19,1511
22834,KJM,KRISHNA RAJA,BBS,BHUBANESWAR,19,1514
22835,SHM,SHALIMAR,PURI,PURI,11,502
22836,PURI,PURI,SHM,SHALIMAR,11,500
22837,HTE,HATIA,ERS,ERNAKULAM. J,28,2234
22838,ERS,ERNAKULAM. J,HTE,HATIA,27,2238
22839,ROU,ROURKELA,BBS,BHUBANESWAR,12,417
22840,BBS,BHUBANESWAR,ROU,ROURKELA,12,417
22843,BSP,BILASPUR JN.,PNBE,PATNA JN.,22,966
22844,PNBE,PATNA JN.,BSP,BILASPUR JN.,22,964
22845,PUNE,PUNE JN.,HTE,HATIA,19,1771
22846,HTE,HATIA,PUNE,PUNE JN.,19,1779
22847,VSKP,VISAKHAPATNA,LTT,LOKMANYA TIL,23,1662
22848,LTT,LOKMANYA TIL,VSKP,VISAKHAPATNA,24,1655
22849,SHM,SHALIMAR,SC,SECUNDERABAD,20,1590
22850,SC,SECUNDERABAD,SHM,SHALIMAR,20,1589
22851,SRC,SANTRAGACHI,MAQ,MANGALORE CE,40,2485
22852,MAQ,MANGALORE CE,SRC,SANTRAGACHI,40,2485
22853,SHM,SHALIMAR,VSKP,VISAKHAPATNA,16,882
22854,VSKP,VISAKHAPATNA,SHM,SHALIMAR,16,880
22855,SRC,SANTRAGACHI,TPTY,TIRUPATI,18,1613
22856,TPTY,TIRUPATI,SRC,SANTRAGACHI,18,1612
22857,SRC,SANTRAGACHI,ANVT,ANAND VIHAR,11,1567
22858,ANVT,ANAND VIHAR,SRC,SANTRAGACHI,11,1566
22859,PURI,PURI,MAS,CHENNAI CENT,21,1247
22860,MAS,CHENNAI CENT,PURI,PURI,21,1247
22861,SHM,SHALIMAR,ADRA,ADRA,10,288
22862,ADRA,ADRA,SHM,SHALIMAR,10,288
22863,HWH,HOWRAH JN.,YPR,YESVANTPUR J,12,1957
22864,YPR,YESVANTPUR J,HWH,HOWRAH JN.,12,1959
22865,LTT,LOKMANYA TIL,PURI,PURI,18,1853
22866,PURI,PURI,LTT,LOKMANYA TIL,18,1860
22867,DURG,DURG,NZM,HAZRAT NIZAM,16,1255
22868,NZM,HAZRAT NIZAM,DURG,DURG,16,1266
22869,VSKP,VISAKHAPATNA,MAS,CHENNAI CENT,13,780
22870,MAS,CHENNAI CENT,VSKP,VISAKHAPATNA,13,780
22871,BBS,BHUBANESWAR,TPTY,TIRUPATI,19,1178
22872,TPTY,TIRUPATI,BBS,BHUBANESWAR,19,1178
22873,DGHA,DIGHA FS,VSKP,VISAKHAPATNA,17,930
22874,VSKP,VISAKHAPATNA,DGHA,DIGHA FS,16,930
22875,KGP,KHARAGPUR,PRR,PURULIA JN.,14,207
22876,PRR,PURULIA JN.,KGP,KHARAGPUR,14,207
22877,HWH,HOWRAH JN.,ERS,ERNAKULAM. J,24,2289
22878,ERS,ERNAKULAM. J,HWH,HOWRAH JN.,24,2293
22879,BBS,BHUBANESWAR,TPTY,TIRUPATI,21,1178
22880,TPTY,TIRUPATI,BBS,BHUBANESWAR,21,1178
22881,PUNE,PUNE JN.,BBS,BHUBANESWAR,14,1705
22882,BBS,BHUBANESWAR,PUNE,PUNE JN.,14,1706
22883,PURI,PURI,YPR,YESVANTPUR J,27,1493
22884,YPR,YESVANTPUR J,PURI,PURI,28,1504
22885,LTT,LOKMANYA TIL,TATA,TATANAGAR JN,14,1701
22886,TATA,TATANAGAR JN,LTT,LOKMANYA TIL,14,1704
22887,HWH,HOWRAH JN.,YPR,YESVANTPUR J,19,1970
22888,YPR,YESVANTPUR J,HWH,HOWRAH JN.,20,1973
22889,DGHA,DIGHA FS,PURI,PURI,13,550
22890,PURI,PURI,DGHA,DIGHA FS,13,550
22891,HWH,HOWRAH JN.,RNC,RANCHI,14,469
22892,RNC,RANCHI,HWH,HOWRAH JN.,15,466
22893,SNSI,SAI NAGAR SH,HWH,HOWRAH JN.,16,1795
22894,HWH,HOWRAH JN.,SNSI,SAI NAGAR SH,16,1801
22897,HWH,HOWRAH JN.,DGHA,DIGHA FS,9,185
22898,DGHA,DIGHA FS,HWH,HOWRAH JN.,9,186
22901,BDTS,BANDRA TERMI,UDZ,UDAIPUR CITY,16,944
22902,UDZ,UDAIPUR CITY,BDTS,BANDRA TERMI,16,945
22903,BDTS,BANDRA TERMI,BHUJ,NEW BHUJ,8,838
22904,BHUJ,NEW BHUJ,BDTS,BANDRA TERMI,8,838
22905,OKHA,OKHA,HAPA,HAPA,5,176
22906,HAPA,HAPA,OKHA,OKHA,5,176
22907,MAO,MADGOAN JN.,HAPA,HAPA,18,1352
22908,HAPA,HAPA,MAO,MADGOAN JN.,18,1348
22909,BL,VALSAD,PURI,PURI,24,2073
22910,PURI,PURI,BL,VALSAD,24,2075
22911,INDB,INDORE BG,HWH,HOWRAH JN.,34,1744
22912,HWH,HOWRAH JN.,INDB,INDORE BG,34,1745
22914,PNBE,PATNA JN.,BDTS,BANDRA TERMI,13,1846
22915,BDTS,BANDRA TERMI,HSR,HISAR JN,30,1404
22916,HSR,HISAR JN,BDTS,BANDRA TERMI,30,1405
22917,BDTS,BANDRA TERMI,HW,HARIDWAR JN,26,1610
22918,HW,HARIDWAR JN,BDTS,BANDRA TERMI,26,1613
22919,MAS,CHENNAI CENT,ADI,AHMEDABAD,12,1721
22920,ADI,AHMEDABAD,MAS,CHENNAI CENT,12,1719
22925,UMB,AMBALA CANTT,KLK,KALKA,3,69
22926,KLK,KALKA,UMB,AMBALA CANTT,3,69
22927,BDTS,BANDRA TERMI,ADI,AHMEDABAD,22,480
22928,ADI,AHMEDABAD,BDTS,BANDRA TERMI,17,480
22929,BLD,BHILAD,BRC,VADODARA JN.,14,234
22930,BRC,VADODARA JN.,BLD,BHILAD,14,234
22931,BDTS,BANDRA TERMI,JSM,JAISALMER,27,1226
22932,JSM,JAISALMER,BDTS,BANDRA TERMI,27,1227
22933,BDTS,BANDRA TERMI,JP,JAIPUR JN.,15,1146
22934,JP,JAIPUR JN.,BDTS,BANDRA TERMI,15,1147
22935,BDTS,BANDRA TERMI,PIT,PALITANA,12,787
22936,PIT,PALITANA,BDTS,BANDRA TERMI,12,787
22937,RJT,RAJKOT,REWA,REWA,23,1600
22938,REWA,REWA,RJT,RAJKOT,23,1600
22939,HAPA,HAPA,BSP,BILASPUR JN.,23,1689
22940,BSP,BILASPUR JN.,HAPA,HAPA,23,1697
22941,INDB,INDORE BG,JAT,JAMMU TAWI,16,1393
22942,JAT,JAMMU TAWI,INDB,INDORE BG,16,1396
22943,PUNE,PUNE JN.,INDB,INDORE BG,17,963
22944,INDB,INDORE BG,PUNE,PUNE JN.,17,963
22945,BCT,MUMBAI CENTR,OKHA,OKHA,30,986
22946,OKHA,OKHA,BCT,MUMBAI CENTR,31,986
22949,BDTS,BANDRA TERMI,DEE,DELHI-SARAI,27,1342
22951,BDTS,BANDRA TERMI,GIMB,GANDHIDHAM J,15,853
22952,GIMB,GANDHIDHAM J,BDTS,BANDRA TERMI,15,853
22953,BCT,MUMBAI CENTR,ADI,AHMEDABAD,27,490
22954,ADI,AHMEDABAD,BCT,MUMBAI CENTR,27,490
22955,BDTS,BANDRA TERMI,BHUJ,NEW BHUJ,22,838
22956,BHUJ,NEW BHUJ,BDTS,BANDRA TERMI,22,838
22957,ADI,AHMEDABAD,VRL,VERAVAL,16,430
22959,ST,SURAT,JAM,JAMNAGAR,21,556
22960,JAM,JAMNAGAR,ST,SURAT,21,556
22961,ST,SURAT,HAPA,HAPA,18,547
22962,HAPA,HAPA,ST,SURAT,18,547
22963,BDTS,BANDRA TERMI,BVC,BHAVNAGAR TE,18,780
22964,BVC,BHAVNAGAR TE,BDTS,BANDRA TERMI,18,780
22965,BDTS,BANDRA TERMI,BGKT,BHAGAT-KI-KO,10,929
22966,BGKT,BHAGAT-KI-KO,BDTS,BANDRA TERMI,10,931
22967,ADI,AHMEDABAD,ALD,ALLAHABAD JN,20,1488
22968,ALD,ALLAHABAD JN,ADI,AHMEDABAD,20,1487
22969,OKHA,OKHA,BSB,VARANASI JN.,23,2023
22970,BSB,VARANASI JN.,OKHA,OKHA,23,2024
22971,BDTS,BANDRA TERMI,PNBE,PATNA JN.,14,1847
22972,PNBE,PATNA JN.,BDTS,BANDRA TERMI,14,1846
22973,GIMB,GANDHIDHAM J,PURI,PURI,38,2436
22974,PURI,PURI,GIMB,GANDHIDHAM J,38,2443
22981,KOTA,KOTA,SGNR,SHRI GANGANA,28,918
22982,SGNR,SHRI GANGANA,KOTA,KOTA,28,919
22983,KOTA,KOTA,INDB,INDORE BG,14,432
22989,BDTS,BANDRA TERMI,MHV,MAHUVA,16,881
22990,MHV,MAHUVA,BDTS,BANDRA TERMI,16,881
22991,BDTS,BANDRA TERMI,VRL,VERAVAL,12,910
22992,VRL,VERAVAL,BDTS,BANDRA TERMI,12,910
22993,BDTS,BANDRA TERMI,MHV,MAHUVA,15,881
22994,MHV,MAHUVA,BDTS,BANDRA TERMI,15,881
22995,COR,CHITTAURGARH,AII,AJMER JN.,4,185
22996,AII,AJMER JN.,COR,CHITTAURGARH,4,185
23141,RQJ,RANINAGAR JA,HDB,HALDIBARI,3,30
23142,HDB,HALDIBARI,RQJ,RANINAGAR JA,3,30
23225,SHC,SAHARSA JN.,BJU,BARAUNI JN.,11,109
23226,BJU,BARAUNI JN.,SHC,SAHARSA JN.,11,109
23345,CPU,CHOPAN,SKTN,SHAKTINAGAR,6,81
23346,SKTN,SHAKTINAGAR,CPU,CHOPAN,6,81
23347,SGRL,SINGRAULI,GHD,GARWA ROAD J,11,204
23348,GHD,GARWA ROAD J,SGRL,SINGRAULI,11,204
24041,NBD,NAJIBABAD JN,KTW,KOTDWARA,3,24
24042,KTW,KOTDWARA,NBD,NAJIBABAD JN,3,24
24227,BSB,VARANASI JN.,CNB,KANPUR CENTR,15,349
24228,CNB,KANPUR CENTR,BSB,VARANASI JN.,15,349
24369,SKTN,SHAKTINAGAR,BE,BAREILLY JN.,38,740
24370,BE,BAREILLY JN.,SKTN,SHAKTINAGAR,38,740
24887,HW,HARIDWAR JN,UMB,AMBALA CANTT,6,157
24888,UMB,AMBALA CANTT,HW,HARIDWAR JN,6,157
25013,MB,MORADABAD JN,RMR,RAMNAGAR,3,76
25014,RMR,RAMNAGAR,MB,MORADABAD JN,3,76
25035,MB,MORADABAD JN,RMR,RAMNAGAR,3,76
25036,RMR,RAMNAGAR,MB,MORADABAD JN,3,76
25201,SGL,SAGAULI JN.,NKE,NARKATIAGANJ,6,58
25202,NKE,NARKATIAGANJ,SGL,SAGAULI JN.,6,58
25631,BKN,BIKANER JN.,MTD,MERTA ROAD J,4,173
25632,MTD,MERTA ROAD J,BKN,BIKANER JN.,4,172
25657,SDAH,SEALDAH,SCL,SILCHAR,37,1358
25658,SCL,SILCHAR,SDAH,SEALDAH,37,1357
28181,BJU,BARAUNI JN.,KIR,KATIHAR JN.,14,179
28182,KIR,KATIHAR JN.,BJU,BARAUNI JN.,14,179
