Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Stops,Total_Distance_km
95222,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95223,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95224,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95225,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95226,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95227,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95228,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95229,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95230,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95231,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95232,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95233,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95234,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95235,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95236,BUD,BADLAPUR,KYN,KALYAN JN,3,14
95237,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95239,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95241,KYN,KALYAN JN,BUD,BADLAPUR,5,14
95301,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95302,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95303,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95304,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95305,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95306,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95307,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95308,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95309,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95310,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95311,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95312,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95313,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95314,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95315,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95316,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95317,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95318,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95319,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95320,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95321,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95322,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95323,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95324,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95325,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95326,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95327,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95328,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95329,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95330,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95331,KYN,KALYAN JN,ABH,AMBERNATH,4,6
95332,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95334,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95336,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95338,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95340,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95342,ABH,AMBERNATH,KYN,KALYAN JN,2,6
95401,KYN,KALYAN JN,KSRA,KASARA,12,67
95402,KSRA,KASARA,KYN,KALYAN JN,10,67
95403,KYN,KALYAN JN,KSRA,KASARA,12,67
95404,KSRA,KASARA,KYN,KALYAN JN,10,67
95405,KYN,KALYAN JN,KSRA,KASARA,12,67
95406,KSRA,KASARA,KYN,KALYAN JN,10,67
95407,KYN,KALYAN JN,KSRA,KASARA,12,67
95408,KSRA,KASARA,KYN,KALYAN JN,10,67
95409,KYN,KALYAN JN,KSRA,KASARA,12,67
95410,KSRA,KASARA,KYN,KALYAN JN,10,67
95411,KYN,KALYAN JN,KSRA,KASARA,12,67
95412,KSRA,KASARA,KYN,KALYAN JN,10,67
95413,KYN,KALYAN JN,KSRA,KASARA,12,67
95414,KSRA,KASARA,KYN,KALYAN JN,10,67
95415,KYN,KALYAN JN,KSRA,KASARA,12,67
95416,KSRA,KASARA,KYN,KALYAN JN,10,67
95417,KYN,KALYAN JN,KSRA,KASARA,12,67
95418,KSRA,KASARA,KYN,KALYAN JN,10,67
95419,KYN,KALYAN JN,KSRA,KASARA,12,67
95420,KSRA,KASARA,KYN,KALYAN JN,10,67
95421,KYN,KALYAN JN,KSRA,KASARA,12,67
95422,KSRA,KASARA,KYN,KALYAN JN,10,67
95423,KYN,KALYAN JN,KSRA,KASARA,12,67
95424,KSRA,KASARA,KYN,KALYAN JN,10,67
95425,KYN,KALYAN JN,KSRA,KASARA,12,67
95426,KSRA,KASARA,KYN,KALYAN JN,10,67
95428,KSRA,KASARA,KYN,KALYAN JN,10,67
95430,KSRA,KASARA,KYN,KALYAN JN,10,67
95501,KYN,KALYAN JN,ASO,ASANGAON,7,32
95502,ASO,ASANGAON,KYN,KALYAN JN,5,32
95503,KYN,KALYAN JN,ASO,ASANGAON,7,32
95504,ASO,ASANGAON,KYN,KALYAN JN,5,32
95505,KYN,KALYAN JN,ASO,ASANGAON,7,32
95506,ASO,ASANGAON,KYN,KALYAN JN,5,32
95507,KYN,KALYAN JN,ASO,ASANGAON,7,32
95508,ASO,ASANGAON,KYN,KALYAN JN,5,32
95509,KYN,KALYAN JN,ASO,ASANGAON,7,32
95510,ASO,ASANGAON,KYN,KALYAN JN,5,32
95511,KYN,KALYAN JN,ASO,ASANGAON,7,32
95512,ASO,ASANGAON,KYN,KALYAN JN,5,32
95513,KYN,KALYAN JN,ASO,ASANGAON,7,32
95514,ASO,ASANGAON,KYN,KALYAN JN,5,32
95515,KYN,KALYAN JN,ASO,ASANGAON,7,32
95516,ASO,ASANGAON,KYN,KALYAN JN,5,32
95517,KYN,KALYAN JN,ASO,ASANGAON,7,32
95601,KYN,KALYAN JN,TLA,TITVALA,4,10
95602,TLA,TITVALA,KYN,KALYAN JN,2,10
95603,KYN,KALYAN JN,TLA,TITVALA,4,10
95604,TLA,TITVALA,KYN,KALYAN JN,2,10
95605,KYN,KALYAN JN,TLA,TITVALA,4,10
95606,TLA,TITVALA,KYN,KALYAN JN,2,10
95607,KYN,KALYAN JN,TLA,TITVALA,4,10
95608,TLA,TITVALA,KYN,KALYAN JN,2,10
95609,KYN,KALYAN JN,TLA,TITVALA,4,10
95610,TLA,TITVALA,KYN,KALYAN JN,2,10
95611,KYN,KALYAN JN,TLA,TITVALA,4,10
95612,TLA,TITVALA,KYN,KALYAN JN,2,10
95613,KYN,KALYAN JN,TLA,TITVALA,4,10
95614,TLA,TITVALA,KYN,KALYAN JN,2,10
95615,KYN,KALYAN JN,TLA,TITVALA,4,10
95616,TLA,TITVALA,KYN,KALYAN JN,2,10
95617,KYN,KALYAN JN,TLA,TITVALA,4,10
95619,KYN,KALYAN JN,TLA,TITVALA,4,10
95701,CSMT,CST-MUMBAI,KYN,KALYAN JN,7,53
95702,KYN,KALYAN JN,CSMT,CST-MUMBAI,17,53
95703,CSMT,CST-MUMBAI,KYN,KALYAN JN,9,53
95704,KYN,KALYAN JN,CSMT,CST-MUMBAI,9,53
95705,CSMT,CST-MUMBAI,KYN,KALYAN JN,9,53
95706,KYN,KALYAN JN,DR,DADAR,12,44
95707,CSMT,CST-MUMBAI,KYN,KALYAN JN,16,53
95708,KYN,KALYAN JN,CSMT,CST-MUMBAI,13,53
95709,CSMT,CST-MUMBAI,KYN,KALYAN JN,16,53
95710,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95711,CSMT,CST-MUMBAI,KYN,KALYAN JN,17,53
95712,KYN,KALYAN JN,CSMT,CST-MUMBAI,9,53
95713,DR,DADAR,KYN,KALYAN JN,6,44
95714,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95715,CSMT,CST-MUMBAI,KYN,KALYAN JN,14,53
95716,KYN,KALYAN JN,CSMT,CST-MUMBAI,13,53
95717,CSMT,CST-MUMBAI,KYN,KALYAN JN,8,53
95718,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95719,CSMT,CST-MUMBAI,KYN,KALYAN JN,8,53
95720,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95721,CSMT,CST-MUMBAI,KYN,KALYAN JN,19,53
95722,KYN,KALYAN JN,DR,DADAR,6,44
95723,DR,DADAR,KYN,KALYAN JN,7,44
95724,KYN,KALYAN JN,CSMT,CST-MUMBAI,8,53
95725,DR,DADAR,KYN,KALYAN JN,7,44
95726,KYN,KALYAN JN,CSMT,CST-MUMBAI,8,53
95727,CSMT,CST-MUMBAI,KYN,KALYAN JN,14,53
95728,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95729,DR,DADAR,KYN,KALYAN JN,12,44
95730,KYN,KALYAN JN,DR,DADAR,6,44
95731,CSMT,CST-MUMBAI,KYN,KALYAN JN,13,53
95732,KYN,KALYAN JN,CSMT,CST-MUMBAI,13,53
95733,CSMT,CST-MUMBAI,KYN,KALYAN JN,14,53
95734,KYN,KALYAN JN,DR,DADAR,6,44
95735,DR,DADAR,KYN,KALYAN JN,12,44
95736,KYN,KALYAN JN,CSMT,CST-MUMBAI,13,53
95737,CSMT,CST-MUMBAI,KYN,KALYAN JN,14,53
95738,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95739,CSMT,CST-MUMBAI,KYN,KALYAN JN,9,53
95740,KYN,KALYAN JN,CSMT,CST-MUMBAI,2,53
95741,CSMT,CST-MUMBAI,KYN,KALYAN JN,14,53
95742,KYN,KALYAN JN,CSMT,CST-MUMBAI,14,53
95743,CSMT,CST-MUMBAI,KYN,KALYAN JN,17,53
95744,KYN,KALYAN JN,CSMT,CST-MUMBAI,8,53
95745,CSMT,CST-MUMBAI,KYN,KALYAN JN,9,53
95746,KYN,KALYAN JN,CSMT,CST-MUMBAI,9,53
95801,CSMT,CST-MUMBAI,DI,DOMBIVLI,11,48
95802,DI,DOMBIVLI,CSMT,CST-MUMBAI,12,48
95804,DI,DOMBIVLI,CSMT,CST-MUMBAI,11,48
95805,CSMT,CST-MUMBAI,DI,DOMBIVLI,14,48
95808,DI,DOMBIVLI,CSMT,CST-MUMBAI,11,48
95901,CSMT,CST-MUMBAI,TNA,THANE,6,33
95902,TNA,THANE,CSMT,CST-MUMBAI,7,33
95903,CSMT,CST-MUMBAI,TNA,THANE,7,33
95904,TNA,THANE,CSMT,CST-MUMBAI,7,33
95905,CSMT,CST-MUMBAI,TNA,THANE,5,33
95906,TNA,THANE,CSMT,CST-MUMBAI,7,33
95907,CSMT,CST-MUMBAI,TNA,THANE,6,33
95908,TNA,THANE,CSMT,CST-MUMBAI,7,33
95909,CSMT,CST-MUMBAI,TNA,THANE,6,33
95910,TNA,THANE,CSMT,CST-MUMBAI,7,33
95911,CSMT,CST-MUMBAI,TNA,THANE,6,33
95912,TNA,THANE,CSMT,CST-MUMBAI,7,33
95913,CSMT,CST-MUMBAI,TNA,THANE,10,33
95917,CSMT,CST-MUMBAI,TNA,THANE,6,33
95919,CSMT,CST-MUMBAI,TNA,THANE,9,33
96001,KJT,KARJAT,PDI,PALASDARI,2,2
96002,PDI,PALASDARI,KJT,KARJAT,2,2
96003,KYN,KALYAN JN,PDI,PALASDARI,10,49
96004,PDI,PALASDARI,KJT,KARJAT,2,2
96005,KJT,KARJAT,PDI,PALASDARI,2,2
96006,PDI,PALASDARI,KJT,KARJAT,2,2
96007,KJT,KARJAT,PDI,PALASDARI,2,2
96008,PDI,PALASDARI,KJT,KARJAT,2,2
96009,KJT,KARJAT,PDI,PALASDARI,2,2
96010,PDI,PALASDARI,KJT,KARJAT,2,2
96011,KJT,KARJAT,PDI,PALASDARI,2,2
96012,PDI,PALASDARI,KJT,KARJAT,2,2
96013,KJT,KARJAT,PDI,PALASDARI,2,2
96014,PDI,PALASDARI,KJT,KARJAT,2,2
96015,KJT,KARJAT,PDI,PALASDARI,2,2
96016,PDI,PALASDARI,KJT,KARJAT,2,2
96017,KJT,KARJAT,PDI,PALASDARI,2,2
96018,PDI,PALASDARI,KJT,KARJAT,2,2
96019,KYN,KALYAN JN,PDI,PALASDARI,10,49
96020,PDI,PALASDARI,KYN,KALYAN JN,8,49
96022,PDI,PALASDARI,KJT,KARJAT,2,2
96101,KYN,KALYAN JN,KJT,KARJAT,9,46
96102,KJT,KARJAT,KYN,KALYAN JN,7,46
96103,KYN,KALYAN JN,KJT,KARJAT,9,46
96104,KJT,KARJAT,KYN,KALYAN JN,7,46
96105,KYN,KALYAN JN,KJT,KARJAT,9,46
96106,KJT,KARJAT,KYN,KALYAN JN,7,46
96107,KYN,KALYAN JN,KJT,KARJAT,9,46
96108,KJT,KARJAT,KYN,KALYAN JN,7,46
96109,KYN,KALYAN JN,KJT,KARJAT,9,46
96110,KJT,KARJAT,KYN,KALYAN JN,7,46
96111,KYN,KALYAN JN,KJT,KARJAT,9,46
96112,KJT,KARJAT,KYN,KALYAN JN,7,46
96113,KYN,KALYAN JN,KJT,KARJAT,9,46
96114,KJT,KARJAT,CSMT,CST-MUMBAI,30,99
96115,KYN,KALYAN JN,KJT,KARJAT,9,46
96116,KJT,KARJAT,CSMT,CST-MUMBAI,30,99
96117,KYN,KALYAN JN,KJT,KARJAT,9,46
96119,KYN,KALYAN JN,KJT,KARJAT,9,46
96121,KYN,KALYAN JN,KJT,KARJAT,9,46
96201,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96202,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96203,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96204,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96205,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96206,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96207,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96208,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96209,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96210,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96211,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96212,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96213,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96214,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96215,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96216,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96217,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96218,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96219,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96220,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96221,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96222,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96223,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96224,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96225,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96226,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96227,KYN,KALYAN JN,BUD,BADLAPUR,5,14
96228,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96232,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96234,BUD,BADLAPUR,KYN,KALYAN JN,3,14
96236,BUD,BADLAPUR,CSMT,CST-MUMBAI,26,67
96301,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96302,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96303,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96304,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96305,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96306,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96307,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96308,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96309,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96310,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96311,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96312,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96313,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96314,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96315,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96316,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96317,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96318,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96319,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96320,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96321,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96322,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96323,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96324,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96325,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96326,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96327,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96328,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96329,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96330,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96331,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96332,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96333,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96334,ABH,AMBERNATH,KYN,KALYAN JN,2,6
96335,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96336,ABH,AMBERNATH,CSMT,CST-MUMBAI,25,59
96337,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96339,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96341,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96343,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96345,KYN,KALYAN JN,ABH,AMBERNATH,4,6
96401,KYN,KALYAN JN,KSRA,KASARA,12,67
96402,KSRA,KASARA,KYN,KALYAN JN,10,67
96403,KYN,KALYAN JN,KSRA,KASARA,12,67
96404,KSRA,KASARA,KYN,KALYAN JN,10,67
96405,KYN,KALYAN JN,KSRA,KASARA,12,67
96406,KSRA,KASARA,KYN,KALYAN JN,10,67
96407,KYN,KALYAN JN,KSRA,KASARA,12,67
96409,KYN,KALYAN JN,KSRA,KASARA,12,67
96501,TLA,TITVALA,ASO,ASANGAON,4,21
96502,ASO,ASANGAON,KYN,KALYAN JN,5,32
96503,KYN,KALYAN JN,ASO,ASANGAON,7,32
96504,ASO,ASANGAON,KYN,KALYAN JN,5,32
96505,KYN,KALYAN JN,ASO,ASANGAON,7,32
96506,ASO,ASANGAON,KYN,KALYAN JN,5,32
96507,KYN,KALYAN JN,ASO,ASANGAON,7,32
96508,ASO,ASANGAON,KYN,KALYAN JN,5,32
96509,KYN,KALYAN JN,ASO,ASANGAON,7,32
96510,ASO,ASANGAON,KYN,KALYAN JN,5,32
96511,KYN,KALYAN JN,ASO,ASANGAON,7,32
96512,ASO,ASANGAON,KYN,KALYAN JN,5,32
96513,KYN,KALYAN JN,ASO,ASANGAON,7,32
96514,ASO,ASANGAON,KYN,KALYAN JN,5,32
96515,KYN,KALYAN JN,ASO,ASANGAON,7,32
96516,ASO,ASANGAON,KYN,KALYAN JN,5,32
96517,KYN,KALYAN JN,ASO,ASANGAON,7,32
96518,ASO,ASANGAON,KYN,KALYAN JN,5,32
96519,KYN,KALYAN JN,ASO,ASANGAON,7,32
96520,ASO,ASANGAON,KYN,KALYAN JN,5,32
96521,KYN,KALYAN JN,ASO,ASANGAON,7,32
96522,ASO,ASANGAON,KYN,KALYAN JN,5,32
96524,ASO,ASANGAON,KYN,KALYAN JN,5,32
96601,KYN,KALYAN JN,TLA,TITVALA,4,10
96602,TLA,TITVALA,KYN,KALYAN JN,2,10
96603,KYN,KALYAN JN,TLA,TITVALA,4,10
96604,TLA,TITVALA,KYN,KALYAN JN,2,10
96605,KYN,KALYAN JN,TLA,TITVALA,4,10
96606,TLA,TITVALA,KYN,KALYAN JN,2,10
96607,KYN,KALYAN JN,TLA,TITVALA,4,10
96608,TLA,TITVALA,KYN,KALYAN JN,2,10
96609,KYN,KALYAN JN,TLA,TITVALA,4,10
96610,TLA,TITVALA,KYN,KALYAN JN,2,10
96611,KYN,KALYAN JN,TLA,TITVALA,4,10
96612,TLA,TITVALA,KYN,KALYAN JN,2,10
96613,KYN,KALYAN JN,TLA,TITVALA,4,10
96614,TLA,TITVALA,KYN,KALYAN JN,2,10
96615,KYN,KALYAN JN,TLA,TITVALA,4,10
96616,TLA,TITVALA,KYN,KALYAN JN,2,10
96617,KYN,KALYAN JN,TLA,TITVALA,4,10
96618,TLA,TITVALA,KYN,KALYAN JN,2,10
96619,KYN,KALYAN JN,TLA,TITVALA,4,10
96620,TLA,TITVALA,KYN,KALYAN JN,2,10
96621,KYN,KALYAN JN,TLA,TITVALA,4,10
96622,TLA,TITVALA,KYN,KALYAN JN,2,10
96623,KYN,KALYAN JN,TLA,TITVALA,4,10
96624,TLA,TITVALA,KYN,KALYAN JN,2,10
96625,KYN,KALYAN JN,TLA,TITVALA,4,10
96626,TLA,TITVALA,KYN,KALYAN JN,2,10
96627,KYN,KALYAN JN,TLA,TITVALA,4,10
96628,TLA,TITVALA,KYN,KALYAN JN,2,10
96629,KYN,KALYAN JN,TLA,TITVALA,4,10
96630,TLA,TITVALA,KYN,KALYAN JN,2,10
96631,KYN,KALYAN JN,TLA,TITVALA,4,10
96632,TLA,TITVALA,KYN,KALYAN JN,2,10
96633,KYN,KALYAN JN,TLA,TITVALA,4,10
96634,TLA,TITVALA,KYN,KALYAN JN,2,10
96635,KYN,KALYAN JN,TLA,TITVALA,4,10
96636,TLA,TITVALA,KYN,KALYAN JN,2,10
96637,KYN,KALYAN JN,TLA,TITVALA,4,10
96638,TLA,TITVALA,KYN,KALYAN JN,2,10
96639,KYN,KALYAN JN,TLA,TITVALA,4,10
96640,TLA,TITVALA,KYN,KALYAN JN,2,10
96641,KYN,KALYAN JN,TLA,TITVALA,4,10
96642,TLA,TITVALA,KYN,KALYAN JN,2,10
96643,KYN,KALYAN JN,TLA,TITVALA,4,10
96644,TLA,TITVALA,KYN,KALYAN JN,2,10
96645,KYN,KALYAN JN,TLA,TITVALA,4,10
96646,TLA,TITVALA,KYN,KALYAN JN,2,10
96647,KYN,KALYAN JN,TLA,TITVALA,4,10
96648,TLA,TITVALA,KYN,KALYAN JN,2,10
96649,KYN,KALYAN JN,TLA,TITVALA,4,10
96650,TLA,TITVALA,KYN,KALYAN JN,2,10
96651,KYN,KALYAN JN,TLA,TITVALA,4,10
96652,TLA,TITVALA,KYN,KALYAN JN,2,10
96653,KYN,KALYAN JN,TLA,TITVALA,4,10
96654,TLA,TITVALA,KYN,KALYAN JN,2,10
96655,KYN,KALYAN JN,TLA,TITVALA,4,10
96656,TLA,TITVALA,KYN,KALYAN JN,2,10
96657,CSMT,CST-MUMBAI,TLA,TITVALA,27,64
96658,TLA,TITVALA,KYN,KALYAN JN,2,10
96660,TLA,TITVALA,KYN,KALYAN JN,2,10
97000,KYN,KALYAN JN,CSMT,CST-MUMBAI,2,53
97001,VVH,VIDYAVIHAR,KYN,KALYAN JN,14,35
97002,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97003,VVH,VIDYAVIHAR,KYN,KALYAN JN,14,35
97004,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97005,VVH,VIDYAVIHAR,KYN,KALYAN JN,14,35
97006,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97007,VVH,VIDYAVIHAR,KYN,KALYAN JN,14,35
97008,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97009,VVH,VIDYAVIHAR,KYN,KALYAN JN,14,35
97010,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97011,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97012,KYN,KALYAN JN,DR,DADAR,17,44
97013,VVH,VIDYAVIHAR,KYN,KALYAN JN,13,35
97014,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97015,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97016,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97017,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97018,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97019,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97020,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97021,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97022,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97023,DR,DADAR,KYN,KALYAN JN,17,44
97024,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97025,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97026,KYN,KALYAN JN,DR,DADAR,17,44
97027,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97028,KYN,KALYAN JN,DR,DADAR,17,44
97029,CSMT,CST-MUMBAI,KYN,KALYAN JN,23,53
97030,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97031,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97032,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97033,TNA,THANE,KYN,KALYAN JN,8,20
97034,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97035,DR,DADAR,KYN,KALYAN JN,17,44
97036,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97037,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97038,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97039,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97040,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97041,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97042,KYN,KALYAN JN,CLA,KURLA,15,37
97043,DR,DADAR,KYN,KALYAN JN,17,44
97044,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97045,DR,DADAR,KYN,KALYAN JN,17,44
97046,KYN,KALYAN JN,TNA,THANE,8,20
97047,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97048,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97049,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97050,KYN,KALYAN JN,DR,DADAR,17,44
97051,CLA,KURLA,KYN,KALYAN JN,15,37
97052,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97053,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97054,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97055,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97056,KYN,KALYAN JN,TNA,THANE,8,20
97057,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97058,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97059,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97060,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97061,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97062,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97063,DR,DADAR,KYN,KALYAN JN,17,44
97064,KYN,KALYAN JN,CLA,KURLA,15,37
97065,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97066,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
97067,CSMT,CST-MUMBAI,KYN,KALYAN JN,24,53
97068,KYN,KALYAN JN,CSMT,CST-MUMBAI,24,53
